Doctor ID,Doctor Age,Doctor Location,Doctor Type,Experience (Years),Patients in Lifetime,Patients in Queue
2630,142.0,78,51,3.880611291330503,466.1829283215751,10.7095271072927
2467,126.0,85,100,6.537053025971716,987.5276438077036,21.725958023218865
2540,110.0,83,75,17.78668809209222,1403.9407556175445,28.05170936452754
2230,94.0,110,26,23.70376524747728,2072.0853898473424,38.01297481580752
2304,78.0,107,26,27.480749948723684,2594.427835983779,50.835937075449976
2227,94.0,102,82,2.903962244269763,450.0970918558436,8.853104959918523
2931,78.0,114,53,12.63230947042148,1028.0284255692154,18.220512505421173
2589,62.0,112,68,20.461002046200555,1586.6799038727113,31.336114894534013
2858,46.0,59,17,21.72870468577732,2096.1589520233524,38.40635306029025
2501,30.0,122,17,27.71463318303687,2475.7921425479426,48.9810904715113
2021,125.0,71,23,1.4037109985293652,409.32018428894975,10.019819830258657
2932,109.0,57,73,6.9533992800550175,901.9472873043908,19.462425224899008
2599,93.0,69,55,21.97754038065005,1467.740721348731,28.54399241112833
2654,77.0,32,2,24.60765948362248,2003.6973888649013,38.50713782385404
2983,61.0,93,2,24.195755683608887,2558.7258809769937,48.4920386373578
2023,91.0,50,22,1.5707652407437735,485.68930459620486,11.804445373338709
2879,75.0,60,8,13.156425890206062,939.9749919982412,21.96415521922557
2810,59.0,22,9,17.768606598227354,1525.0388926349017,30.92193119386763
2746,43.0,80,34,19.732922834726267,2096.4394742668555,38.301829581544034
2057,27.0,5,34,24.461461013208478,2423.347750281432,48.2633061527674
2786,118.0,43,97,6.453039334855855,578.2966455927661,11.478066417731307
2437,102.0,52,9,15.895197114169648,931.7608376326214,19.181511111020303
2184,86.0,75,10,12.57485431267476,1470.165506152577,29.97226359940472
2477,70.0,54,4,28.790495075376167,2061.0315429830416,39.169979162642015
2850,54.0,36,4,25.845839534622044,2556.0816875307178,48.092433959749
2778,89.0,15,20,2.461572839609981,466.790354966861,10.454438745405769
2517,73.0,16,81,15.688862087490351,901.4203421529774,18.56835727535553
2656,57.0,24,60,13.21548440270215,1422.301680233791,31.63904456912959
2655,41.0,-1,93,22.08419393955485,2077.7974406555345,40.54524438737132
2270,25.0,32,93,30.734101213088675,2534.435415216853,51.45001363081733
2424,98.0,99,56,2.5974247533513584,599.196856252597,8.379427940554063
2579,82.0,79,54,14.169110128314074,916.4066324693237,19.41331880882804
2201,66.0,68,65,19.13334513122966,1487.7179556030253,30.689958975984524
2958,50.0,57,94,28.507710249094437,1908.186970187984,41.57970352835324
2852,34.0,47,94,35.421783588184105,2491.4808158762157,48.8745225106065
2660,85.0,50,27,3.712903235884125,545.0461946671736,11.558392692574431
2299,69.0,44,20,14.359590991847671,1019.540954708359,20.29072332294949
2490,53.0,37,10,19.72626626895705,1592.3175045399607,29.825032789348978
2759,37.0,72,18,23.33423447130707,1941.485456868924,39.86760688070258
2216,21.0,88,18,29.34354332200264,2555.7501652747715,49.57137142715957
2987,75.0,7,10,6.093007139886262,457.9479263324304,9.52641648534031
2717,59.0,31,60,11.21214746573194,1087.7279150835848,18.473429230513325
2502,43.0,-5,4,22.28875758231654,1420.210912557431,28.48570135461512
2489,27.0,-26,43,23.237347435263985,2015.509346372812,39.29753482464208
2257,11.0,15,43,35.25115667967546,2449.836422659463,48.94247968912093
2384,128.0,1,86,0.8660691315614133,460.1986949625114,10.118323399922222
2440,112.0,-11,94,12.681925998186182,1067.2934830675892,20.883364015839973
2017,96.0,14,89,23.693324208385125,1533.3994401565014,30.718547034130943
2245,80.0,13,1,29.67058966788484,2039.0098513065043,38.98051301034521
2608,64.0,27,1,28.053861869589863,2423.0784449644643,48.40066725746912
2484,102.0,30,78,1.4958487670738196,579.9813454230399,9.119319293444008
2744,86.0,54,61,8.961389599788184,950.4626825798832,18.584140749373454
2265,70.0,17,100,18.007364467806333,1584.26395740274,31.06668622535786
2338,54.0,22,28,29.51189889934992,1916.9236516901228,38.82077518595042
2175,38.0,29,28,30.124845781696592,2538.974982639703,51.37351824913105
2581,143.0,33,93,7.0982788342379255,531.6025105713311,11.61420908097556
2246,127.0,32,23,10.699640117102762,944.983327924258,18.934589791210037
2181,111.0,40,55,14.136126663353576,1546.295371535197,30.722757152859053
2898,95.0,71,43,28.43679749224061,2053.9757130619364,41.59144530707135
2023,79.0,58,43,25.613972306932865,2593.638210207395,51.239460864271535
2437,107.0,93,19,7.797624044812206,421.4330620741167,11.159482110899337
2921,91.0,102,56,6.941594212960744,993.8000668586612,20.67713286050942
2776,75.0,128,60,18.376980855322223,1578.3678822138472,29.998380753037463
2003,59.0,137,32,19.150898812246268,1952.2647407011573,41.88072045551205
2128,43.0,82,32,30.06615427428294,2505.3412140994687,50.48470017224861
2080,90.0,70,6,9.13125504830501,571.7594648171734,8.532335251571766
2171,74.0,44,67,6.865274858439101,1087.7903324405954,21.957186986772577
2232,58.0,58,31,16.75361205839079,1413.87347241391,31.515797858208504
2399,42.0,69,29,27.552623573963217,2033.528458366634,40.31862926092042
2260,26.0,90,29,35.897189284258204,2598.632861800844,49.9706008589295
2710,84.0,84,50,4.031535988573498,491.749275897831,8.749355732456586
2288,68.0,83,69,13.145792459245335,986.8054729992754,18.97237609429759
2447,52.0,104,51,18.367111423662944,1576.1977320106057,31.885960006601994
2446,36.0,86,81,18.076545847389266,1990.8524138863968,39.3417911402847
2720,20.0,67,81,25.04949329595476,2409.2888970672834,50.72903761442988
2358,70.0,13,43,3.6456345684466287,464.6969717879632,10.787167880569168
2383,54.0,8,63,16.33046213175741,959.439541704614,18.428037489476733
2291,38.0,12,98,20.30122327546417,1523.15208366138,29.742611792060263
2247,22.0,10,59,18.882759177788323,2003.404685811813,40.71252735167987
2488,6.0,46,59,29.05733320688395,2459.0111246712045,48.64316248629719
2834,139.0,67,92,0.249192515772592,547.2756553311985,10.360711768878584
2608,123.0,58,77,16.680561965326497,986.362778692298,19.02984504512895
2435,107.0,67,59,18.80637841614084,1565.4209900898315,31.326834255245757
2932,91.0,76,2,29.10883307855577,1961.509009516648,39.7487458539869
2800,75.0,43,2,34.28245165052822,2516.394773017304,48.29283159753465
2325,139.0,89,57,4.288807589249424,438.1283894010637,10.234544475810916
2839,123.0,80,98,12.462969000796669,1047.1507534431073,19.34828608829016
2145,107.0,73,55,21.01860909452994,1479.7823009220626,29.52405440591545
2744,91.0,61,31,20.20295449166095,2090.945648014942,39.722664768991805
2969,75.0,72,31,28.33330632004125,2456.71886430343,51.375387742908416
2364,136.0,48,97,4.4225062671678055,551.0372635157274,8.633366636500554
2797,120.0,66,32,16.321665403880843,974.390183605598,19.83440773540317
2258,104.0,46,72,14.526031607371165,1449.411230120368,31.56856421636663
2676,88.0,45,56,24.335243588647444,1953.1925619816188,41.82107014660954
2743,72.0,57,56,32.557857386995146,2432.3974421144258,48.86568657568482
2655,116.0,61,86,2.439335023314783,529.2636448134142,11.358132326468676
2778,100.0,57,51,14.693932799925564,1028.3048154315802,18.194106283835783
2683,84.0,31,30,14.577643875777255,1587.3252873719166,31.303146841455398
2837,68.0,46,42,26.02345257154279,1926.2363824808947,38.91540445702549
2693,52.0,57,42,25.86754113426441,2552.0721435343744,48.03048016934656
2636,80.0,79,16,7.215474001979087,454.4164528275944,8.327081114795408
2724,64.0,66,98,9.633560868413714,1034.3689245049163,18.3917629419162
2179,48.0,75,12,21.841657501242032,1413.6858767032438,30.262187989363063
2420,32.0,44,9,27.96989920169767,1911.257061549983,39.24024040228056
2350,16.0,87,9,34.42731686173271,2540.885670584922,50.07992236589894
2086,83.0,88,53,3.861176796402066,575.1047463104309,9.492479394838046
2445,67.0,102,39,15.2936791293145,996.85072708271,20.362475703751
2483,51.0,71,72,14.426557890457469,1427.21033271317,31.38736758368507
2909,35.0,85,5,26.80850550730004,2007.6204593230973,39.22085603833515
2255,19.0,117,5,31.889086107598605,2402.389896375311,51.93404720936293
2802,79.0,72,74,7.142693422907477,565.719833421362,8.217097786550072
2578,63.0,94,69,9.717260209717988,1066.5795551569056,20.89106203953241
2942,47.0,74,43,15.437970368660595,1476.5065872378482,28.278120891881805
2229,31.0,84,33,23.653386096693534,1977.3378277052489,38.22690206093531
2247,15.0,80,33,32.30661414103431,2559.619785021654,50.65474319609567
2395,133.0,70,100,6.588021850016849,452.13385811678353,8.95787030702348
2307,117.0,82,9,9.036659615900954,985.8837405101488,21.90417973168744
2580,101.0,73,44,16.06155976173221,1401.344268690497,30.417605145578857
2640,85.0,36,91,28.38757362866791,2056.236894098862,41.7555114377634
2227,69.0,66,91,29.078491092017103,2492.632360910445,48.71699126898961
2879,77.0,71,16,5.173099145011842,427.1472704086934,9.56314990035117
2259,61.0,60,85,11.557540347167665,991.3304678739212,18.219020233239107
2234,45.0,101,54,18.856894678080444,1434.734009783205,31.63989086515072
2897,29.0,105,27,21.11000039532744,2043.06042685789,38.36037449108351
2989,13.0,70,27,27.499853168128883,2478.516562464797,49.63038089233255
2558,93.0,1,91,0.8901972045592697,495.2004751689668,10.099840870665291
2612,77.0,-14,48,9.52181277477754,963.4326905169404,20.783936790915924
2905,61.0,11,0,21.45677354139089,1567.50891441296,28.35432702817318
2067,45.0,42,75,28.62575657829285,2097.817337859416,39.55487279619687
2576,29.0,-6,75,30.22782233935626,2472.6241018291867,48.25624614033608
2590,72.0,101,93,2.7283910941152163,427.2385968615785,8.880321160072691
2702,56.0,87,14,6.89287259334945,1018.3109297392,20.175577118161865
2042,40.0,103,79,18.99652654920042,1403.3825023868235,30.61475904480979
2179,24.0,102,1,25.401675076926157,2057.1754727835737,39.97594800946505
2173,8.0,92,1,32.80624263108338,2426.4077097640384,51.271884671806646
2682,143.0,16,91,2.8317252544464027,440.9960182444293,9.279029965220436
2713,127.0,-5,42,10.216725816977291,1022.6448056226092,20.731181474911505
2202,111.0,4,53,13.935880063735528,1522.096692926668,31.854283054030823
2690,95.0,-15,39,24.423109579717988,2018.5183913262372,38.22632042666582
2257,79.0,4,39,29.65072500221181,2577.5159707677726,48.32998195550058
2994,103.0,32,42,7.468951213233453,461.4461283165757,9.723459525388884
2217,87.0,41,58,7.761360908159023,990.8046584712228,21.64949776550506
2445,71.0,28,93,17.48912256353107,1409.6049654269518,29.225711458148822
2628,55.0,10,21,22.027692821479164,2050.4772476916496,41.586929214419015
2767,39.0,66,21,32.48794065483031,2416.880502213979,51.5372514735639
2620,103.0,63,95,7.919846589284683,488.6808533964164,10.15806469369896
2134,87.0,82,0,17.892046130624742,987.256896201662,21.82406389884735
2042,71.0,89,56,16.674288605364858,1510.626741068718,31.724967469040244
2069,55.0,48,74,27.36868988161041,2093.7553514462343,40.49414266667084
2014,39.0,43,74,33.54369211332483,2410.084973507155,50.88909366964846
2175,91.0,9,16,0.8115419644086819,529.2042132994225,8.198284120049884
2320,75.0,3,70,6.042266718725828,929.6928897929608,20.83612963999348
2217,59.0,-11,29,20.259697390640373,1487.6226071285362,30.66981441846405
2438,43.0,19,44,18.208523736683635,2084.3422902029297,39.49408531054379
2704,27.0,-13,44,35.5059154251161,2435.7487378204924,48.39160130923841
2338,88.0,29,52,10.8625395765754,529.8476184470112,8.249825221319334
2025,72.0,37,90,11.103848650444906,942.0579071225752,20.94145814930552
2659,56.0,12,84,15.809255010858571,1522.6914353437303,29.331155274314646
2534,40.0,71,11,25.94995497688367,2094.905524002087,38.36362184167949
2960,24.0,82,11,35.367344436118884,2538.2512951369927,49.14853414714774
2249,139.0,35,33,9.819601627842983,509.2700702685162,9.189779843187992
2390,123.0,38,55,13.191320337870588,1047.1451855228556,18.56511282033581
2714,107.0,10,73,13.697253086838971,1558.2203201106058,28.657655382475017
2663,91.0,16,57,23.690066584053337,1987.3561364946656,39.43072930376469
2284,75.0,73,57,34.583777764307655,2487.552746018895,49.96561975641485
2595,102.0,45,75,0.1924316656319367,462.2155060890768,8.565589917723994
2877,86.0,49,29,6.116702390953177,1083.891758210163,18.533734311314987
2479,70.0,64,61,21.670186493470936,1549.280944716602,28.682070861995616
2094,54.0,4,31,19.720716685363332,2087.526306509264,41.98323829870016
2860,38.0,47,31,32.083059170596805,2446.7236741395045,50.50056447441813
2952,119.0,78,28,7.014431643839534,458.52906527827696,8.362126400620312
2241,103.0,97,47,10.417471133659705,1018.7801569166654,19.0184935546703
2344,87.0,72,89,12.577887774533709,1487.7121531385455,29.72580100344835
2569,71.0,99,4,24.749058340231397,1938.885267282414,41.6283109098389
2099,55.0,64,4,27.73755669485312,2472.862282984404,48.4087520132944
2464,139.0,47,7,2.4672573574083083,412.915993048245,8.864158617384449
2997,123.0,60,19,10.554964494292904,933.5721558092848,18.42377216458791
2078,107.0,82,62,17.57456922270724,1586.2660957042312,28.87788409488782
2451,91.0,50,100,18.9820624188694,1925.4532881674377,40.61912390279345
2467,75.0,86,100,32.49622101661622,2418.3394829806784,50.94686519529694
2284,124.0,104,64,0.5885391287684438,460.4139434729271,11.125361199128712
2582,108.0,90,49,9.96731482406481,1035.1820701210963,19.93832479081919
2826,92.0,111,41,17.03176636463913,1597.0444283993777,29.60397144062
2699,76.0,123,33,21.544602144961157,1928.210808516171,41.32131004808026
2210,60.0,126,33,32.88340730687882,2527.3448125169466,49.48119777701534
2647,113.0,57,91,2.127931598813099,421.1584498926828,11.728801352139056
2748,97.0,54,12,12.46190110774996,968.012357898594,20.17410467032014
2694,81.0,61,70,19.3207457164726,1400.2728322522123,30.220346317385275
2234,65.0,40,13,21.929089883239737,2029.1772204731951,38.716589149585616
2323,49.0,54,13,24.390493871988784,2421.1215371006915,49.83678959333233
2925,79.0,27,42,10.97948461227237,424.3669535373555,9.455879740013488
2973,63.0,18,59,15.338379769881543,1020.2425220334036,19.329344692676745
2238,47.0,48,54,13.9767259350153,1568.4685467450477,29.970469686835948
2967,31.0,38,22,20.11947367550239,1943.2469338784456,38.07691329533168
2538,15.0,-21,22,32.34731890945804,2445.3985277176184,51.41022049467991
2130,92.0,28,49,4.392236018789206,562.8238667580564,10.479146908065822
2928,76.0,20,69,16.545464721456934,995.9553496618536,18.24433567419208
2949,60.0,40,3,20.565428616731303,1442.1127128159892,31.4539354873804
2166,44.0,33,14,24.163431068609952,1923.3273871500312,40.177329698647945
2013,28.0,62,14,33.10933760586138,2491.746239073814,50.453259059844335
2228,74.0,47,28,4.43262283698934,545.4660358991061,10.461511871381049
2836,58.0,57,16,13.851478458531563,910.844268844374,18.35768629413948
2154,42.0,59,93,19.22054819984869,1411.3202624892897,31.636873384113223
2574,26.0,36,26,20.60879252620099,2003.78786005815,39.82415196023119
2263,10.0,12,26,33.844061976638336,2588.114561693755,51.95450067644772
2722,95.0,20,1,8.907896956675073,541.5812604111446,11.87579624463778
2601,79.0,3,39,6.731415196919721,1037.7430249488132,19.175770758428826
2776,63.0,18,30,20.766811410669,1467.4821078785164,31.92532869872556
2482,47.0,2,98,26.39479160019217,2099.726615333915,41.39327988020267
2418,31.0,19,98,25.328941807995754,2462.069854227867,48.73015868100403
2564,104.0,19,73,6.900164236158539,553.2477631476881,11.910755100446924
2908,88.0,20,63,9.632472127125672,1092.1880729029049,20.521483997469563
2653,72.0,38,26,20.103249299142263,1486.0959261450516,31.341587167751506
2768,56.0,59,37,29.189125148922063,2040.0470363445856,39.57324492872829
2604,40.0,5,37,31.65764017286598,2569.250755491374,49.14355366816022
2287,137.0,13,64,7.450723571094991,449.3765942588136,10.604569380934008
2162,121.0,12,11,11.573242053194514,980.4261646667304,18.02609005747975
2595,105.0,-10,75,22.25257955141391,1549.1955567320188,28.30760151148784
2970,89.0,-4,7,28.42205423964512,2080.90889251331,41.02156930447197
2348,73.0,-28,7,29.66722380657728,2532.11534473142,48.83388306492945
2878,108.0,87,74,0.8465810693874105,592.6475596449116,8.819142081938395
2542,92.0,72,56,7.482522961912408,1024.885846316609,21.349523609154524
2121,76.0,98,38,21.4752519880151,1432.4243427267988,31.270474538359004
2509,60.0,76,89,22.142230449991843,1998.123973152416,41.32722190164873
2621,44.0,78,89,31.60892749293056,2555.9919180417983,51.58719520054569
2848,125.0,24,65,3.416049362448928,590.9636411757289,9.477192131857082
2676,109.0,27,80,9.450611924603244,991.1873537822632,18.406887013691108
2596,93.0,16,96,21.205756331601577,1474.4590852346375,28.96426713667052
2159,77.0,17,48,20.13085639061557,2091.2934875073483,38.30853578303228
2411,61.0,-22,48,26.2525920914954,2521.916165543077,49.536378775744026
2546,68.0,21,24,7.675359459405958,401.1331008065544,9.583213700435856
2872,52.0,25,79,16.38908363243973,915.8844038115732,18.90535220311843
2343,36.0,-5,4,15.00023226261554,1497.8829830243053,28.75727588410729
2057,20.0,27,77,21.189428698678487,1918.63818816308,38.14813536629836
2228,4.0,-28,77,32.22860632583922,2582.01500843069,51.906260835790256
2446,84.0,30,85,4.880928239488589,505.5986413962816,11.918654884548864
2126,68.0,17,0,15.057759653561329,1047.2384480756173,18.908121104989597
2571,52.0,41,81,12.321675331521726,1534.1909036721229,31.42746742005302
2411,36.0,21,43,21.624676765185484,2020.8275544336625,38.33731166769994
2180,20.0,83,43,27.091954542284483,2437.3854927261127,49.81040187624872
2093,96.0,73,13,1.0850363278234112,544.5677172165593,10.36302907341682
2110,80.0,94,63,10.33225627932956,909.2590441800264,18.850781486462783
2867,64.0,81,82,23.600332750550244,1445.1866819448276,29.146290365539443
2492,48.0,41,100,20.849182304201435,1973.686769024761,40.684933664667504
2160,32.0,67,100,27.59911632441607,2524.496271168285,49.94399839989911
2446,69.0,-1,6,5.614812756725187,458.5861932435178,8.930151234891369
2987,53.0,-3,39,15.312346345848551,909.9563045468605,19.43594789017591
2582,37.0,-12,85,15.566126399772289,1571.8954164652862,31.265562565655717
2293,21.0,-2,46,28.639218605705867,1974.1329250983852,39.445660494321054
2363,5.0,16,46,28.274067671378155,2493.2075000142963,50.681291825718816
2401,67.0,36,93,11.63516632880972,525.0683253806561,8.339705571285027
2052,51.0,44,58,15.895068830747803,928.9231986367154,19.47266359768547
2436,35.0,24,69,22.944447225025822,1521.454218291905,30.927049672243285
2329,19.0,62,58,21.56105792773383,1968.218614468088,39.953497468902654
2358,3.0,-16,58,27.024168567485862,2427.3919708297976,48.70408256357394
2618,75.0,48,6,0.6386412389737548,482.71349827281387,11.33271367057439
2657,59.0,31,18,7.547532178246908,1065.090801193065,20.162606720058985
2421,43.0,39,95,13.666878926300178,1521.8400276098878,28.503768495723747
2088,27.0,74,43,18.708198805753455,1903.0371736230256,38.311820509430575
2410,11.0,29,43,32.07153903942226,2473.956503994393,48.26547067382928
2534,66.0,38,48,1.3391177058784178,514.8856889636797,9.546831588014982
2905,50.0,43,80,6.918315057679272,1029.1104680126664,18.541876315541245
2656,34.0,39,99,17.586049662140383,1503.9125508405668,28.858439268254045
2178,18.0,40,27,28.25044225735989,1926.6992728863995,39.87226723927305
2029,2.0,80,27,29.97943378676464,2451.605711507287,49.21696750215415
2220,67.0,98,98,7.291850835473699,405.6910588799631,11.67019382488232
2441,51.0,101,81,7.327813312063925,1032.076084352606,20.492450230619923
2449,35.0,78,57,23.297986877772505,1471.763311488881,28.137590124506765
2373,19.0,134,86,23.05080849950419,2069.802635735755,39.42860219505768
2173,3.0,130,86,31.497420691192985,2510.100797834183,51.24712910230804
2149,135.0,27,46,9.742049695788689,516.0594396269978,10.369688787550285
2427,119.0,13,98,7.675974723130054,1056.4564252924376,20.785400141797457
2155,103.0,12,13,23.77445145440785,1433.1117944821651,30.504799922376
2126,87.0,7,46,19.176708054407683,2023.05129683564,38.628945488703
2415,71.0,73,46,28.44226552970261,2468.8749580445697,51.191892982813215
2559,107.0,57,5,8.483413974227453,466.4097035117599,8.814108163690058
2522,91.0,72,94,11.927173472213807,944.807954687724,21.97178823945115
2812,75.0,51,43,18.438527992703683,1498.8897077740953,31.980321124244835
2292,59.0,86,1,29.03001775883669,1927.7252246447792,38.65061489653528
2992,43.0,46,1,27.9936909703482,2499.501865855144,51.833215595460246
2349,96.0,54,88,4.336005063276884,450.5266715941888,8.8234311456564
2320,80.0,39,22,10.271823260186842,951.2311006549536,20.332114593252943
2076,64.0,21,8,14.15404270752808,1420.0180658490667,28.801033395768023
2895,48.0,53,100,25.337406763504024,2017.179788103385,38.60904477843081
2784,32.0,40,100,27.13522818117782,2590.371889984613,48.11932114320045
2607,93.0,-1,31,3.085302957156862,457.9131251178106,8.685021958532053
2625,77.0,19,77,16.148653130762796,998.2532094957108,19.566777786291944
2139,61.0,-15,2,23.288024791089462,1551.6084712548618,30.56894784862856
2193,45.0,30,6,18.88672511593578,1924.9558946508769,38.51008506876509
2234,29.0,-27,6,34.25347372481178,2535.1938067678498,50.882752706941645
2849,98.0,25,4,11.32134472435136,452.2653910869422,11.327974809760208
2445,82.0,36,2,17.673115932077554,1064.3296323051525,21.430133527772416
2241,66.0,27,62,19.471256689829925,1486.7683333324992,31.508666906903112
2379,50.0,25,42,29.423371085803467,1989.1626990258835,38.99519482623309
2676,34.0,21,42,33.65252357923276,2429.31417654338,49.26489877157884
2908,105.0,30,82,9.351557274041188,589.7115358661725,11.415550634157414
2966,89.0,26,55,11.398478263482083,1081.917985185835,18.86723107052936
2431,73.0,7,95,23.654287497529744,1578.450328979707,29.01072568024977
2763,57.0,32,54,22.38411532104239,2039.3558809920808,39.03086652110868
2746,41.0,42,54,35.98619863227256,2513.9354213814004,51.56055260117827
2885,113.0,37,91,11.938725597817582,416.8909133590257,8.39879918527528
2995,97.0,24,23,12.836711900731316,934.161561466169,20.238350263584827
2421,81.0,43,36,20.1965182787501,1519.3703257876066,28.37757613701841
2564,65.0,3,22,26.269139224015685,1997.126925733755,41.30371052273205
2247,49.0,12,22,33.74142926263938,2469.3629496926883,48.69810363476209
2460,69.0,44,78,0.4149466241449411,514.4568658729366,10.42757623340596
2917,53.0,49,27,16.081686974616574,953.9473136034989,18.74774759962684
2753,37.0,71,97,22.14691054918024,1488.0688281366747,30.825228358842512
2822,21.0,21,63,24.032201086883997,1986.0210763435884,41.87971939883941
2607,5.0,2,63,29.17108033778037,2415.299377257587,51.49409491561961
2778,113.0,9,51,9.883111127439982,527.9696426706329,8.703170656334763
2438,97.0,3,97,9.396895116877412,911.3705970919692,19.02233486684474
2397,81.0,-11,86,23.821796373158456,1420.7260804461434,28.85915429557437
2969,65.0,27,9,24.18988720062852,1965.021357612816,41.78327811132867
2674,49.0,-24,9,26.587622161734128,2526.226914762698,48.0721568668519
2194,65.0,63,37,8.97421250133377,552.8554928368657,9.305064935306728
2563,49.0,57,30,10.27157124637737,911.756184620546,19.676817660450048
2009,33.0,61,61,17.401411909571213,1443.7431013095795,29.05898936078936
2542,17.0,34,19,27.54442589105447,1991.3372598395224,39.31577504606447
2155,1.0,23,19,33.284817137527085,2435.03747104321,50.09777598130172
2697,71.0,53,34,8.927155621689465,475.8618897401429,11.471039702076895
2926,55.0,66,29,13.68588588367752,951.615052632428,21.271999657606976
2527,39.0,82,80,21.412327302082947,1520.6473414987322,28.24638505256837
2136,23.0,16,53,28.203828910118208,1913.4262273298489,41.00770284198968
2946,7.0,98,53,27.35377634456008,2444.058624613765,48.67014778242642
2020,92.0,107,29,11.640527509874444,540.2177855689472,9.480626624410966
2935,76.0,78,65,6.467649362820721,916.6343188221032,18.12703467599285
2229,60.0,82,38,15.846248382601972,1559.8848604313569,30.580512296910044
2243,44.0,60,55,21.571695029813405,1914.115817593422,39.41981319260452
2163,28.0,126,55,30.26517983775362,2483.3373533101712,48.58709131215232
2111,87.0,88,91,3.123656645929941,554.3677865136688,8.52952790752018
2849,71.0,91,52,16.81818067543417,925.268211571514,20.84378846289464
2403,55.0,83,23,21.06465346140885,1525.8094488018376,28.550028761983555
2019,39.0,124,1,26.50260589094605,1976.8484569881043,41.9428010991625
2110,23.0,57,1,32.41407901559488,2537.128250941764,49.393275419109486
2263,67.0,5,42,7.615644192877226,416.779791825989,11.944614045944888
2389,51.0,26,95,17.380955270480158,906.6289931889014,21.28743366715805
2609,35.0,39,36,16.56114174812793,1595.201126099318,29.59504513141954
2244,19.0,-23,98,18.817670396727102,2032.0590480302533,41.552641265293815
2435,3.0,-27,98,35.86642530472239,2551.770789268064,49.1539171403484
2446,121.0,64,83,4.7133265639720525,561.0837349893415,11.058133076623369
2186,105.0,48,96,6.183276378863498,1083.4347413129235,20.59335535151448
2034,89.0,89,26,18.15862743368053,1509.6434091786978,31.864376915585023
2823,73.0,95,2,29.97299455931264,1987.3052714219957,40.21222269250538
2929,57.0,29,2,34.46605234923617,2545.3602831958974,49.02066822959918
2580,82.0,27,56,10.867918200380531,512.5612550764935,8.07588205183169
2077,66.0,39,21,12.235445601259109,1087.289291479526,20.52571772149491
2394,50.0,-6,41,12.048267404535586,1404.0249323325306,31.94681332530056
2988,34.0,7,64,24.50580744837486,1963.1451163737115,38.11395361838749
2841,18.0,64,64,27.77273650781275,2562.5821355622256,49.54985250253554
2172,87.0,51,46,3.944329921727332,551.1769691522711,8.594890466886715
2480,71.0,55,36,11.105490216709455,960.9277117831232,21.68323777409101
2955,55.0,52,97,16.825687399334434,1515.541537483943,30.818475591160343
2981,39.0,82,93,19.799809503060025,2089.1551211145047,39.41131656931175
2853,23.0,16,93,31.80024477312132,2497.786757779585,48.10843087418501
2435,104.0,87,55,11.296865954499882,578.2783017947744,8.543324002491111
2363,88.0,63,16,6.87629725611637,907.6888499955772,20.18197991969372
2154,72.0,92,100,18.228226963098244,1552.5377181584288,30.660162315492272
2020,56.0,81,5,22.755688983053734,1922.8082388233088,40.13545287860178
2429,40.0,49,5,33.037295494373865,2540.4404007714124,48.01579076731037
2896,110.0,80,44,8.326120011665255,416.24214463100105,10.870658942882685
2813,94.0,70,73,13.39032069897424,1060.5272175824011,20.5610031058536
2377,78.0,100,51,18.793504320207838,1431.3769208726296,30.7880417356941
2344,62.0,53,59,29.98336233625086,2004.0249499559573,38.0824878974549
2509,46.0,127,59,27.60708024237324,2498.221690586064,51.3796149011646
2496,73.0,64,94,3.0334296166218038,559.4390159187072,9.561103585460016
2516,57.0,79,69,14.316239767938267,1022.5331382379636,20.198101079891053
2548,41.0,88,39,19.09762420668041,1519.8524661093857,31.62623985128981
2838,25.0,38,27,25.45226603934707,1984.951076534505,40.65439696837661
2794,9.0,112,27,34.662813461666424,2540.797259968765,49.053729084955
2908,72.0,4,89,5.66794920221535,505.3246320265736,11.898574891875125
2424,56.0,12,19,16.47605961547931,1088.0272870120473,19.784986928756503
2003,40.0,30,39,14.222069601208108,1468.5614532341413,31.649966726525044
2179,24.0,42,61,19.753074817947272,2070.387053156078,40.64255500942533
2048,8.0,13,61,30.83309336897209,2400.079362385461,49.84321456709365
2597,85.0,52,57,1.7649160230404153,517.0654163857613,11.64943299483701
2556,69.0,73,16,11.665253751363478,937.9646016166356,19.20917754620084
2375,53.0,81,59,23.30194963250344,1530.592238038253,29.125694557317253
2321,37.0,93,58,26.76179226952173,2095.710804917598,40.67963441663874
2508,21.0,44,58,34.70330308345524,2501.260820314419,51.83475647283874
2124,73.0,21,51,2.806387259991937,511.18447887485297,11.819297956736843
2020,57.0,29,3,10.036961776051868,1014.605616975802,21.223966741861545
2952,41.0,-11,66,17.204419912512446,1455.9200175610206,31.93254992036216
2686,25.0,20,36,22.509342827135587,2099.5527553754355,38.33360422819285
2699,9.0,60,36,26.649508342454062,2538.4393989823457,50.27277505238164
2202,108.0,2,45,4.82647183904193,520.937696388502,9.636980587053724
2357,92.0,19,8,15.466278189769646,970.875229811562,19.040453649975568
2772,76.0,17,51,18.747609145648617,1464.8615215953448,29.1311100952448
2562,60.0,18,51,26.23683612117695,2076.63192105479,39.46387470856604
2326,44.0,32,51,32.61096503594705,2535.481413794164,48.17496900318601
2372,120.0,90,18,0.9795038548465828,512.921190658779,9.674607825530032
2432,104.0,86,70,16.20023045835294,902.335211072166,21.74485308334058
2883,88.0,77,48,21.651716246737877,1586.1960086077468,29.604584385768927
