ID,Age,Type,Experience,Hospital Location,Patients in Queue,Patients Seen in Lifetime
14883,45,50,6,908,4,1210
9915,57,76,10,928,17,5814
10662,42,82,23,992,22,9660
13524,80,43,29,949,8,1780
12122,46,4,4,964,25,4050
1537,37,42,8,906,16,3087
11754,35,91,19,973,22,9805
12796,80,52,11,965,2,7535
10626,65,40,8,996,17,8963
2659,80,28,13,951,25,3111
11096,44,84,6,920,9,2369
4004,33,33,9,961,9,2548
10319,76,53,24,930,6,3060
5509,30,35,23,930,26,1443
8368,62,40,9,905,15,5794
11584,50,12,26,903,15,9835
13123,30,45,24,955,16,6314
11368,56,73,20,924,29,3799
825,42,79,5,942,8,3534
4474,55,32,1,999,25,8134
1537,47,49,1,967,3,4720
12811,55,89,13,998,11,7181
12907,56,68,8,966,27,2220
3827,50,4,17,980,15,4052
6309,70,41,12,928,10,5138
9839,42,14,1,990,17,5598
8833,46,23,7,941,14,8600
2877,68,88,5,963,12,6782
12397,71,46,18,971,11,9342
12008,42,40,28,933,24,7098
13062,37,24,22,914,28,7477
10338,33,57,28,926,13,3494
5733,50,59,14,934,25,1933
2843,37,28,6,972,9,3496
3452,55,11,23,984,15,1988
11810,51,47,28,905,17,9939
8879,69,88,23,951,29,1816
5104,34,90,3,911,21,6001
1116,47,96,20,991,8,6423
11886,36,99,8,972,5,4796
5018,51,6,18,901,16,5939
10259,73,16,28,959,17,4553
14190,48,92,12,966,19,6256
9461,50,78,3,992,3,9145
10252,56,64,11,909,1,7016
14681,76,9,16,951,19,7678
4636,68,99,7,957,19,2836
9608,44,3,10,953,27,7214
9697,77,25,23,954,6,3692
5648,45,65,29,998,1,8932
11798,72,49,27,931,20,8828
5113,39,76,19,919,15,5969
11940,56,84,27,926,28,8097
11152,78,42,13,990,29,4344
1236,80,94,17,1000,17,7947
11203,65,100,29,986,6,6514
14741,34,45,26,997,20,9261
14365,65,67,15,933,27,5542
10453,43,30,29,982,4,6049
2017,70,36,23,963,9,1464
14294,69,24,25,998,8,2047
11584,47,89,22,965,30,5354
812,72,22,23,919,9,3093
5275,77,36,16,943,8,7042
12007,77,99,2,916,6,2561
13539,43,81,27,909,29,9774
1452,46,97,24,996,10,1248
14346,45,51,28,909,8,3345
13740,59,67,22,969,24,9828
6830,41,57,5,971,22,2833
2158,53,67,19,995,22,2762
13421,41,52,11,982,5,4969
12346,43,63,20,999,18,7488
3432,42,23,8,927,2,9193
3255,70,56,16,979,13,7425
10990,34,85,13,1000,17,3534
12904,36,61,25,980,3,9787
6877,48,10,10,943,9,4766
1009,49,52,21,985,11,8700
13800,43,16,12,924,7,5563
4377,30,42,4,928,30,9994
1043,61,46,9,948,18,5692
6103,47,5,18,905,29,5129
4573,37,16,0,925,4,8377
6843,45,19,15,915,6,6712
1262,58,5,9,926,22,7465
13344,69,99,30,930,25,6197
5822,76,51,19,944,3,5321
14454,53,86,19,939,3,2612
11313,46,1,4,951,8,5178
1707,70,60,9,907,27,9842
12934,38,71,7,942,20,3144
6142,69,37,23,912,6,2488
8702,64,87,27,914,23,6290
12762,41,28,23,953,25,7803
5600,45,57,17,998,13,2728
13686,44,56,4,976,17,6122
8822,50,62,5,928,12,5563
10885,40,1,4,906,27,2376
6610,57,32,27,906,2,7905
1075,44,28,15,944,18,2545
12119,44,77,24,973,20,7695
1063,41,66,16,917,12,9421
3421,37,11,25,987,21,5242
12791,80,47,24,931,22,1729
12734,67,53,4,944,14,6064
13719,67,7,10,934,6,3407
11760,33,2,2,963,25,6566
2287,65,67,9,942,8,9868
13535,36,93,5,907,24,7969
7865,30,26,3,976,11,4217
13509,41,60,3,980,6,2639
13692,71,85,5,972,27,7828
8812,56,59,16,913,2,6491
12427,45,30,7,969,22,5450
8300,44,22,24,937,4,3615
7293,43,78,8,900,13,2325
5684,76,52,18,973,3,4701
8612,56,51,16,911,21,6997
4385,54,40,12,903,22,6448
5649,61,66,29,944,7,7814
10791,73,24,7,951,4,5306
788,77,40,8,905,18,6440
5124,64,39,9,990,12,7330
5557,75,34,4,994,24,1065
6012,55,55,16,967,6,8397
6389,77,80,8,995,5,4199
8610,39,94,5,914,3,2981
3695,64,24,5,945,13,4477
4780,42,32,7,946,5,5779
13102,51,72,17,975,8,8006
13268,72,57,4,976,27,8958
4077,74,65,27,977,4,8346
1390,69,91,2,905,30,6672
13862,46,20,18,933,5,9022
12768,38,47,0,999,28,7450
11140,66,28,9,916,25,7597
11256,39,39,21,971,16,1122
13324,51,68,22,925,5,2969
14495,31,85,28,987,21,2501
11813,60,9,7,966,10,2736
9598,74,45,5,981,20,8133
9537,56,31,8,952,7,8887
3296,38,26,10,932,19,2968
2507,45,71,16,906,10,5087
6968,31,57,11,903,17,9436
4362,58,14,21,957,17,2096
9754,44,55,0,941,8,3001
5544,52,48,9,990,20,7498
7905,44,50,7,903,23,6431
4574,30,13,26,929,21,4186
3585,67,59,16,922,20,6455
12813,73,20,28,927,23,8245
10913,69,38,12,982,28,8687
617,34,12,22,919,29,8554
14477,77,44,16,943,15,3009
892,50,3,24,973,26,4320
11946,72,11,8,997,15,2008
6892,44,1,20,943,30,6043
2497,37,33,9,957,30,7805
13022,75,84,6,905,6,9455
12990,54,16,24,956,19,7209
875,35,21,17,959,1,5789
14345,45,9,18,942,11,4781
8646,36,34,19,972,28,7933
8441,80,15,22,973,30,5077
11154,32,31,25,919,11,3482
8604,78,63,17,939,13,9021
2109,42,16,1,944,28,1825
10080,31,49,12,916,29,1125
12986,59,52,27,971,8,2159
9612,37,22,10,980,23,8239
12993,31,45,11,928,2,5469
3750,64,78,15,967,14,3840
12711,75,93,21,909,5,9301
8168,77,68,1,997,14,9747
12576,31,36,4,988,8,7390
10352,56,44,30,905,24,4105
6609,71,88,10,944,8,6820
9791,65,73,17,910,1,6328
13121,71,29,13,985,4,3051
10152,79,83,13,964,22,9631
5752,66,12,9,980,14,5463
11423,66,86,14,971,3,1360
11106,51,43,1,956,21,3328
1392,30,58,30,908,20,1868
13430,49,56,1,989,25,6741
5995,42,91,8,932,15,3082
12626,52,48,5,954,28,7497
11067,79,44,16,904,1,1527
8824,62,68,13,967,25,3675
608,59,70,16,985,20,4263
14378,55,26,16,991,30,7748
4113,40,42,1,986,12,1383
12682,56,86,25,940,30,6946
14302,72,73,21,955,28,4232
13591,74,69,19,931,3,7010
12982,51,37,7,974,15,4521
6493,52,86,3,990,16,2968
8916,52,90,11,955,10,4079
12189,66,43,24,979,18,9996
11631,64,32,20,974,11,6124
8689,63,41,18,960,3,1568
5393,75,46,9,921,8,4152
4391,51,63,28,903,20,6667
8197,75,91,5,946,6,4141
2041,73,4,14,976,9,3568
2437,65,6,13,976,27,1115
6632,36,87,12,923,14,7915
12793,44,78,5,923,12,1861
14243,67,100,28,959,7,4769
8970,72,95,2,968,6,9627
3132,46,14,6,997,29,1457
1903,51,51,14,972,21,9855
12163,74,74,29,959,17,4501
5748,37,100,21,974,17,1498
9539,41,22,12,920,19,7870
5309,39,76,1,981,1,8685
14508,66,50,9,921,13,3475
11489,77,53,5,991,11,5338
11664,31,28,1,919,15,5508
12990,35,57,16,971,13,9184
7782,59,46,16,940,5,5921
10711,37,90,24,935,24,5600
3102,76,82,14,904,14,9220
4067,50,98,4,933,19,9973
7123,60,77,0,908,14,4192
2273,54,38,14,950,22,9987
999,34,13,19,932,22,1533
13061,70,57,24,903,25,7497
5187,58,94,15,906,7,5767
14305,43,85,18,909,20,8336
9754,52,43,23,915,27,2662
7408,68,13,22,987,20,2169
3078,54,14,9,904,28,2692
13498,58,80,6,907,21,8354
13543,43,41,2,990,17,2025
5301,39,4,9,968,1,4219
2255,34,75,28,927,8,5662
13487,56,24,25,984,5,2765
14457,60,62,16,990,4,2339
8750,47,54,5,939,7,3976
10088,49,64,26,953,23,8722
12115,77,46,17,940,19,2987
11912,33,83,4,907,3,4066
2051,36,62,5,930,5,6126
14859,45,43,22,913,5,5115
876,51,42,5,973,22,7662
7025,68,8,9,955,9,7040
7404,32,35,12,953,25,3790
6881,58,92,24,917,25,6966
7717,74,38,12,975,20,5267
12151,67,96,21,925,29,3917
2312,44,85,7,957,4,1241
1222,67,63,5,950,28,4586
6655,60,31,4,997,25,3817
7335,32,93,9,933,7,1869
12047,45,14,30,944,1,6478
4266,41,83,7,975,10,3234
5676,37,47,12,985,17,9390
6421,48,65,28,909,29,5265
2676,53,28,26,919,27,6467
11165,41,59,15,957,29,1968
6588,38,27,6,944,12,7141
14667,55,52,29,948,12,5937
7818,55,27,16,959,30,9200
7666,78,13,15,907,11,1284
14826,62,52,29,956,10,5460
941,51,15,19,952,14,1576
10896,33,78,8,921,15,2681
1638,63,43,23,902,26,1725
6063,77,37,1,957,9,8938
3285,44,46,30,921,12,6703
10493,37,66,9,975,2,4058
9306,63,45,14,969,7,6238
5387,41,25,18,991,13,4720
5439,49,7,2,970,21,4318
14528,41,68,27,994,15,1756
10731,55,30,3,927,6,6755
671,66,36,1,972,18,6578
2843,32,41,28,980,30,2255
6202,46,17,29,905,4,2748
5114,48,32,22,921,17,2799
12530,62,74,4,977,14,4174
10977,76,73,10,974,2,5447
8344,71,80,17,935,17,5645
14718,40,85,20,991,23,5403
7786,50,5,10,965,6,1333
920,37,96,12,917,29,7142
2784,65,90,15,919,18,9620
5700,39,7,28,924,25,2244
4982,40,4,5,931,26,3766
549,78,70,27,941,7,7509
8354,31,77,29,974,11,7704
1493,52,93,20,973,16,1851
6214,48,90,27,960,5,3874
14593,64,83,1,964,11,9319
13097,50,62,21,953,10,4441
6034,64,5,6,924,18,7749
9080,58,86,12,932,25,4666
4144,47,86,3,979,21,3060
1650,37,6,3,978,12,9742
4808,69,81,15,955,9,1569
13448,73,32,7,900,18,8120
3425,36,39,16,968,24,1095
10549,43,53,24,990,4,2615
3540,32,15,18,926,18,5278
13721,69,95,3,936,1,3793
5857,79,32,27,983,17,6903
11667,77,51,27,934,23,6342
7529,66,4,12,986,20,4213
1014,53,3,27,993,7,1202
13273,66,52,28,978,13,8583
12867,65,21,25,970,29,4770
12831,38,82,18,932,21,6844
11246,57,48,22,903,5,6270
10831,65,3,2,953,15,8714
1727,39,37,10,978,14,8057
12998,51,19,11,989,14,6343
3101,47,79,2,985,27,1925
7021,37,99,3,934,29,1718
3041,50,38,18,997,26,6728
13516,43,18,7,965,22,8287
9202,34,63,13,996,15,2334
10708,44,43,29,922,5,1310
7600,70,6,23,966,12,3286
5145,46,21,17,937,25,7099
4187,66,48,8,936,24,1639
3084,70,58,2,909,29,9463
8435,61,36,10,982,28,7825
4879,57,1,14,986,17,1831
4532,52,21,14,962,4,3838
8309,34,18,25,938,19,9230
11199,52,59,14,930,8,3668
4261,43,50,22,937,29,4480
6818,43,58,7,904,9,7401
7180,63,77,12,953,25,4874
6657,49,54,28,961,1,3365
9986,76,93,21,906,12,9203
1049,57,54,14,925,21,1925
2806,48,26,17,971,19,2989
3642,64,65,20,977,1,6214
11074,35,68,18,953,25,8486
2335,43,36,8,987,28,5427
718,43,12,21,908,21,4064
3826,45,43,30,997,6,8172
2337,31,77,8,929,28,6018
12617,65,57,19,968,3,5190
8250,60,98,29,908,2,9573
14243,70,49,22,995,22,9311
1285,41,73,23,933,20,7693
9793,47,20,8,903,4,6688
1383,51,82,2,993,5,3897
1486,45,99,8,922,7,6616
10320,65,8,28,964,16,2203
698,72,51,21,953,1,4402
9831,65,98,19,928,2,5093
3083,50,25,30,940,2,7533
8605,30,52,4,982,3,4985
4483,61,13,7,978,24,5612
12182,71,92,30,948,6,1411
9489,72,64,29,1000,16,5599
11347,42,6,26,943,17,8605
12686,44,85,22,986,15,5692
6708,44,31,0,905,30,6944
4744,57,60,17,949,30,2121
7216,75,64,15,943,25,9314
8868,44,69,22,993,25,7130
5752,78,46,8,922,30,8818
6008,62,88,24,920,7,2598
6462,36,31,20,924,22,3323
11208,41,2,1,930,17,9445
8983,44,19,7,991,7,9891
4200,67,48,30,952,17,5826
11753,71,45,14,947,18,8564
5300,60,92,18,943,24,4269
7031,33,94,26,967,25,8250
10641,41,4,23,988,16,1513
13372,61,70,17,962,1,4692
13982,58,50,0,1000,2,2897
7909,63,18,15,987,21,6958
14670,34,92,9,999,4,3432
14598,38,15,1,963,13,5301
6218,66,5,3,975,17,1842
2621,49,2,13,902,14,6066
1322,64,60,23,992,23,2529
13063,50,26,15,966,22,9899
10674,61,41,3,982,24,6166
10527,76,46,7,926,29,9436
5733,64,78,22,1000,15,2096
1931,80,87,19,953,16,6893
9518,35,7,26,915,29,2021
8882,34,30,21,941,28,6524
14812,41,33,28,950,7,7427
14715,54,57,14,981,22,1059
2404,42,65,8,936,15,2572
5918,54,87,7,911,13,1701
7104,77,61,4,960,21,7278
4018,32,64,14,907,11,2993
12175,46,20,25,945,8,9186
10005,67,30,19,995,23,9286
9324,65,6,6,998,22,7608
4417,54,94,1,968,3,5226
6981,70,54,20,988,4,5353
6074,67,78,18,946,16,8832
11467,61,2,2,911,28,6790
6105,49,37,20,907,6,6210
4264,72,17,23,943,11,1504
2870,71,89,2,946,23,9098
14282,69,70,21,994,3,7753
7924,66,8,7,921,14,3414
13370,58,74,14,932,20,3542
9770,78,73,6,952,3,5265
8303,33,63,30,917,20,4733
13994,49,69,14,994,23,1778
14408,31,34,13,977,21,2575
7858,39,68,11,999,5,8652
3576,52,69,5,982,6,3614
663,47,39,7,967,20,4748
14294,77,60,6,944,16,4134
9052,36,10,3,907,30,3058
13939,77,44,26,982,13,7421
6259,53,95,18,923,5,1754
10318,71,12,2,932,10,4456
2354,74,6,2,953,29,7224
10858,79,57,27,941,16,8239
7669,53,96,28,997,26,4797
1503,77,8,9,984,2,5498
1776,56,48,24,992,16,7534
9208,59,88,0,933,8,2594
1826,64,63,10,999,28,1688
12806,31,28,20,922,5,9065
3356,49,36,2,916,29,2399
2496,60,12,23,997,8,6086
12712,73,80,13,911,16,4437
1743,43,72,2,941,11,9973
13263,33,73,13,927,9,8721
5807,76,70,7,967,27,3416
14938,76,4,18,986,1,4023
5104,49,12,10,955,22,3539
10548,75,54,18,906,1,9541
8098,33,89,1,969,16,3420
8989,73,15,3,938,3,1060
1368,76,94,25,949,12,3917
7604,43,56,9,990,23,8393
8154,47,28,0,938,16,3472
6949,59,1,18,943,23,5965
3697,30,36,5,995,11,8272
4441,50,20,23,902,26,6556
4773,49,96,10,920,12,3080
11494,31,30,23,937,11,7224
1257,68,92,9,921,4,8056
2188,80,77,17,956,13,5698
2319,59,26,27,910,5,6495
10692,67,100,30,954,15,6623
3637,75,92,0,919,15,2690
12254,45,62,5,939,15,1972
1708,65,78,3,914,16,8248
11935,66,86,12,932,22,4749
6115,60,91,12,922,5,2613
13810,56,8,16,913,7,1711
10006,32,6,14,989,11,1331
4026,57,86,9,901,20,7252
12159,50,63,7,937,23,3802
9163,55,88,24,955,11,6823
14126,32,72,26,976,7,7464
4848,42,6,10,964,16,2697
7225,72,56,8,986,18,2802
5510,45,32,10,920,9,6195
9805,67,41,15,981,4,5099
10362,36,60,6,914,20,3134
2939,40,1,8,982,8,6510
8491,48,26,2,904,30,5857
10734,35,71,21,924,17,9730
4690,76,66,18,926,24,6667
9133,75,37,17,971,29,5704
9258,57,5,27,908,9,7977
6175,54,23,28,905,30,3099
14509,75,84,20,995,9,1613
5965,80,3,1,931,15,8750
9798,57,57,26,974,10,4227
893,34,10,30,957,19,7896
6753,61,6,15,991,18,1141
13531,41,86,11,998,24,5506
14285,39,68,13,947,3,8925
4416,45,86,8,939,30,3300
10056,30,72,5,925,1,1806
1523,43,32,11,937,17,3970
10994,66,6,2,975,2,3598
14635,34,40,3,967,24,4828
5244,50,79,26,976,2,6624
12240,52,11,19,997,21,7965
3307,56,10,19,985,19,6070
1857,40,65,5,945,4,6378
14919,78,69,0,918,1,6081
10504,79,93,17,929,29,1336
5805,41,3,13,966,6,8192
3199,32,6,18,922,14,3396
8949,67,47,8,913,20,5498
12093,48,23,7,928,11,2887
9928,77,67,7,908,3,1027
9732,78,97,6,916,8,1079
11108,35,87,22,926,13,3415
12242,58,50,27,903,7,8964
3402,34,19,12,936,19,2485
4327,37,7,7,976,26,6475
13813,50,18,4,956,7,8501
6494,60,24,13,941,23,9747
10655,59,89,7,919,24,6075
1079,76,50,9,940,29,5868
1186,69,60,29,937,10,3367
3570,32,51,22,924,18,7232
505,42,17,4,991,17,1295
11882,59,7,6,973,16,2307
13024,59,75,1,931,8,4186
8877,36,31,19,927,28,3519
3230,36,36,20,910,18,7510
11988,63,56,2,992,6,2107
12066,73,68,2,937,11,6515
6007,61,76,19,943,11,7459
5097,53,84,28,978,15,3626
5137,72,71,27,919,2,4465
3876,42,67,25,961,12,2253
8632,34,18,4,923,17,9713
14134,57,39,28,972,29,5911
2630,51,33,21,946,21,5633
14576,75,80,13,945,4,1041
7460,48,100,19,990,12,1120
14619,78,97,11,903,29,5554
9957,78,79,21,964,26,5904
14671,64,57,17,958,26,5182
10328,56,39,17,964,30,4958
3379,67,43,27,912,10,1956
9566,37,73,3,928,5,5621
6032,43,9,16,998,16,8389
12859,43,21,18,906,30,6343
12913,71,53,17,984,20,7963
2287,52,43,13,991,27,8732
12828,74,93,7,933,2,2932
9395,75,69,24,990,23,3887
7726,80,80,26,984,16,5890
3884,67,90,13,916,4,8334
8149,37,43,2,974,8,4139
6700,64,95,19,960,1,3416
3507,80,14,20,960,9,4364
626,78,42,18,950,29,4243
8855,40,11,12,997,3,1689
8480,42,26,8,930,18,1314
10728,75,32,28,948,26,8398
10534,36,92,2,918,20,5961
1114,40,51,11,927,7,1294
9625,58,16,28,987,7,5903
7780,73,90,12,981,8,7011
11129,57,16,10,925,12,7381
1118,53,39,18,963,29,9657
14299,37,6,6,947,15,7026
14000,37,42,25,939,29,7197
4543,68,43,16,975,26,6428
6557,75,78,2,972,4,1393
4467,63,45,14,977,26,2606
8609,56,93,26,936,20,1929
8863,55,52,21,979,4,5790
14003,80,73,14,964,26,4136
13899,56,65,30,942,7,9979
6750,43,91,0,976,16,9156
13586,46,89,29,920,23,6384
5973,49,45,27,903,14,1978
505,73,62,27,945,8,3154
2790,30,33,25,979,19,3306
7633,74,77,12,972,6,1797
1479,33,91,30,993,22,5368
14688,47,7,17,998,22,4883
2839,35,93,12,931,10,8390
5004,73,35,11,955,13,8882
3438,57,86,26,944,29,7796
7572,34,73,30,950,20,3669
9643,52,10,15,946,19,5675
3987,77,77,9,918,28,2834
11818,74,6,9,919,30,4272
8639,77,31,15,947,11,7122
1843,51,56,15,998,15,6020
3869,41,62,17,966,17,7896
4677,65,85,19,952,18,9548
2518,57,10,30,947,22,5715
3003,50,34,23,916,28,5410
8724,79,71,16,996,27,2819
14982,74,44,24,978,14,7441
14988,80,66,16,924,29,8121
9367,74,44,11,983,29,2904
12612,73,48,10,983,8,4138
13129,53,18,27,933,2,8511
7598,67,13,26,916,21,3982
4032,56,36,15,930,21,9087
7032,34,13,13,953,19,3409
13670,56,67,13,934,29,7713
6620,37,61,26,988,1,9045
12700,71,7,10,910,23,8866
4423,38,21,21,900,11,5223
5581,41,78,11,910,27,9330
14666,74,31,8,996,30,7346
3955,77,52,5,904,25,2513
7392,68,100,29,908,30,7011
3514,62,48,13,960,13,3400
8070,63,90,18,995,22,2851
14782,45,63,5,938,10,1923
5931,38,13,12,933,7,8263
5423,39,78,9,982,22,8152
12000,70,44,26,923,27,3536
10811,67,45,6,958,2,2758
7457,43,9,9,997,13,5986
9025,67,84,20,990,23,2396
14820,52,61,15,909,18,1287
8679,58,80,18,943,20,9342
3221,39,91,8,951,6,6773
12301,52,81,26,925,29,7561
6386,62,39,2,902,22,4272
11023,43,75,0,946,22,1568
13323,66,4,25,974,23,3668
3050,75,28,23,930,19,6287
7848,30,13,19,995,13,6592
1003,40,24,7,968,19,7645
10530,32,37,28,991,17,6920
1335,32,79,10,964,23,1844
14750,50,74,3,995,26,8511
3721,79,66,5,949,3,2813
6297,31,18,4,956,10,7205
9696,75,12,15,928,24,3816
4961,77,48,7,968,13,7869
10509,33,25,15,933,4,3034
2939,67,2,28,997,22,3946
2851,57,3,17,928,13,2861
9520,39,18,4,996,13,1770
1450,39,93,4,952,24,9475
1859,79,68,6,997,1,6248
7210,42,92,30,968,19,9933
11841,62,83,30,980,4,3438
6692,74,49,14,945,25,5832
3296,34,52,4,923,21,2165
660,62,24,4,919,4,6560
7274,34,34,26,993,2,8005
11318,31,49,1,972,13,9209
7357,67,94,16,977,10,7243
2561,71,52,12,949,3,5262
6581,80,29,13,913,13,3357
6859,43,100,14,918,4,8026
7205,49,99,3,977,6,5645
7398,48,8,9,950,12,6107
3624,43,86,15,957,23,3891
7192,54,8,29,921,2,8539
10366,72,18,11,949,26,4430
10150,50,72,18,939,10,9104
5793,77,86,23,945,19,2190
14349,62,10,4,977,26,1250
9874,41,19,4,997,3,6560
2238,52,15,1,997,4,2384
741,77,81,12,965,20,8852
6779,52,21,27,963,12,4138
9490,33,45,30,944,1,6983
13716,62,25,14,959,20,8196
12441,37,16,29,946,2,4240
6194,54,54,25,962,5,4337
2873,78,5,3,980,14,8690
6953,45,67,18,976,12,5569
3309,69,30,0,926,2,3164
13072,77,55,12,977,6,7347
6794,32,75,21,997,27,3330
14652,61,57,25,948,22,5513
11573,64,67,3,912,28,4802
876,53,13,12,906,29,9969
13356,80,71,7,927,24,7869
13738,42,18,7,983,27,6167
6156,68,77,26,990,22,3728
5076,31,26,26,934,26,2852
11610,77,52,6,968,25,9669
8909,47,11,17,972,21,4027
11855,40,62,4,964,5,2747
568,71,71,1,904,29,4559
12142,75,31,5,985,12,1094
12110,59,62,26,966,2,3935
10208,66,94,12,904,23,7861
7946,45,3,7,902,2,4403
7648,76,2,2,960,30,8062
14523,79,30,20,915,11,8515
5870,62,95,22,940,16,6744
7818,53,50,3,969,15,1093
4375,43,32,26,932,10,2482
6847,42,71,6,916,26,6197
12883,35,53,1,985,2,2928
14472,78,100,25,993,21,9093
1896,74,74,22,909,4,5071
788,41,73,8,956,24,9481
12221,47,50,22,954,18,2370
6024,59,15,9,961,20,5508
9499,37,90,1,929,5,4314
588,65,61,18,983,16,3703
13425,46,85,22,950,14,5537
8857,65,25,19,984,23,4399
14059,50,43,15,979,9,8692
13579,43,38,2,918,1,8809
1556,46,46,25,921,20,6239
7907,51,76,13,940,23,4471
8752,62,38,1,919,13,8467
14749,31,56,26,919,23,8689
11309,73,90,30,993,9,9427
5339,57,15,29,903,7,4866
2866,51,35,6,994,22,9913
14007,69,39,22,949,24,9012
8717,70,60,16,996,4,2123
5244,47,25,14,909,3,7751
10827,65,5,17,905,16,6677
6217,73,22,25,984,18,4222
7497,72,16,24,954,1,6110
6430,79,100,2,919,30,5416
7841,38,3,27,968,3,3589
14066,50,87,21,944,22,8873
7023,75,95,9,969,2,1691
2375,48,17,0,998,9,7667
7410,66,34,7,924,9,6856
9645,34,72,22,953,20,2976
6210,36,28,10,965,8,9293
10211,32,63,24,965,6,7615
2855,62,53,7,917,27,2069
11826,59,22,9,924,24,7215
3389,50,56,4,916,8,9503
6847,40,21,18,904,30,9122
13272,66,87,24,906,19,7098
4262,71,88,23,918,6,5654
8769,48,48,19,996,22,1365
14356,42,93,27,906,30,7047
1868,42,94,8,1000,24,6897
8309,48,27,28,969,12,6492
2897,74,82,14,955,20,3103
7329,32,72,15,927,16,2486
9682,40,5,0,947,7,3131
5809,35,17,20,934,30,9006
9641,62,69,26,947,20,8170
1970,43,29,24,915,30,3123
2855,51,37,28,909,28,5202
5349,32,8,3,968,29,5803
7633,38,33,22,979,11,5725
5005,33,2,1,997,2,1912
14191,74,50,25,924,18,9744
6999,50,2,29,915,3,4187
14893,43,60,21,924,18,5160
4113,76,38,28,941,1,3565
4298,63,18,4,992,29,9182
4951,75,87,6,974,30,6121
4057,58,10,6,966,1,7927
10140,76,63,28,908,7,8046
8815,72,100,11,956,13,4353
577,62,13,25,929,2,1777
6960,46,20,16,916,22,4028
1697,57,62,11,925,19,8304
2512,80,28,12,903,13,5479
4606,64,29,25,926,8,4350
13078,60,37,29,942,29,6422
11956,77,62,28,916,3,5195
12393,50,27,29,968,14,3710
4493,74,55,29,946,5,3171
10112,50,25,19,905,22,9493
10134,72,91,28,945,3,6577
14300,44,57,19,924,20,1083
8174,43,42,30,964,9,1990
12189,66,5,1,950,1,6466
3556,52,14,27,937,5,9708
1081,41,13,2,953,3,8920
11093,52,24,4,907,29,4805
9392,55,25,19,920,18,7092
12262,30,73,12,923,15,6782
3303,77,31,4,938,29,5894
2058,50,15,24,968,1,3842
13029,79,51,24,978,8,9728
14685,71,23,23,958,2,8071
3624,33,99,18,983,16,1655
7536,57,18,16,901,18,8052
3394,39,54,4,928,22,8013
4606,68,36,20,948,29,9238
9708,62,78,22,975,6,2811
3911,34,22,15,955,23,1062
14046,75,76,1,965,6,1300
9886,53,84,9,950,8,1087
7007,30,28,0,960,1,3189
14744,39,49,27,927,6,7840
14148,44,74,2,943,4,8992
10160,39,9,17,941,26,3848
12486,67,68,20,981,14,6681
8394,35,29,22,968,10,9979
1012,52,14,19,924,14,5380
6334,76,48,15,997,5,9148
9678,47,36,25,929,17,7508
6084,54,20,12,900,3,8382
6535,37,37,28,931,13,8097
8339,48,51,5,1000,30,3309
4763,61,69,24,939,4,6137
3270,42,17,1,915,22,4493
5296,78,36,13,969,11,3098
10321,78,20,29,970,29,5472
574,64,94,22,998,16,6681
1606,80,94,12,918,28,6718
14073,44,44,13,923,17,6515
3730,65,97,25,991,27,3138
4545,40,98,18,930,23,2537
2115,45,20,2,922,18,8487
9951,44,49,19,972,18,2027
3078,69,34,17,915,13,1325
9697,66,10,17,971,25,7218
1624,71,33,1,967,26,2015
10519,57,40,2,975,26,9207
3882,66,77,1,916,14,4564
9082,35,100,29,982,27,2961
7825,64,7,4,939,26,7006
12894,31,71,3,923,22,1173
850,43,19,6,967,27,2809
9303,57,6,0,915,18,2817
8011,56,33,8,949,19,8284
4076,78,7,3,955,28,7140
14632,40,84,12,935,24,9801
11454,68,79,6,956,7,9075
6345,61,33,27,960,3,5442
14356,36,80,26,918,20,3264
4057,72,3,5,933,16,4285
12586,60,88,12,940,12,7569
10229,42,14,29,949,13,2032
11169,46,92,16,938,3,3607
4937,56,84,25,966,20,5459
11182,31,15,25,936,16,3932
10026,51,21,0,926,27,8596
12527,80,6,27,982,8,5036
10358,42,18,28,922,8,7623
5481,80,80,14,904,13,8757
5756,36,87,9,950,28,9877
12769,53,46,7,941,10,7172
7189,33,39,22,917,18,1341
9504,35,61,4,951,11,9669
3768,55,31,21,988,10,2947
7737,63,23,24,943,3,2462
2303,44,34,21,969,20,2463
4420,62,17,29,971,14,9875
8944,78,29,27,903,17,3125
5328,56,12,5,937,8,3576
3352,72,41,13,917,16,9183
1972,34,62,6,960,30,6013
14512,63,63,12,982,8,9077
13541,68,77,12,932,16,7710
1561,71,10,5,966,7,5098
14538,58,25,7,1000,18,9096
8565,74,87,28,953,2,8828
5426,65,57,8,944,22,8807
2954,53,55,0,947,11,1166
6621,58,54,25,901,4,2748
6171,53,37,10,996,11,6005
13601,36,33,24,924,10,6809
14345,37,80,23,955,29,9895
4302,71,83,22,901,7,2487
8474,41,42,21,938,6,4232
12069,65,41,30,902,19,1830
4955,47,68,15,956,8,6280
2364,58,63,28,975,16,3474
1798,76,62,26,915,20,1409
6546,46,34,25,992,1,6442
11451,54,48,0,901,7,2908
6956,32,28,15,978,14,6731
11018,49,51,3,997,14,2250
1190,49,64,10,956,3,4007
7405,75,66,26,983,10,8951
11709,46,89,17,914,2,2684
5749,37,64,19,990,11,1357
3387,64,13,9,951,21,9420
12734,39,37,18,982,30,6011
14433,37,79,20,975,7,5613
11326,66,42,19,984,8,7831
9547,47,26,0,909,13,3878
12211,38,73,20,976,22,3648
